id,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k06_change_proportion_of_foreigner,k07_foreign_transfer_recipients,k08_urban_apartments,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
04400835,10593,0.82474,30.86817,4.21754,44.44444,28.37723,0.2055,8.40678,,0,72.41717,19.12337,-0.60823,-1.13211
04500936,5638,2.39044,27.67857,6.85579,66.57224,45.61901,-1.17927,18.1351,,0,63.89606,25.76503,-0.72107,-2.52438
04500937,7683,1.34003,27.55633,7.16316,63.30598,42.22309,0.6475,7.97903,,0,63.55921,25.35764,1.43167,-2.82392
04500938,7919,1.83206,24.08875,7.1161,70.66277,46.04117,-0.2526,11.43617,,0,63.19545,23.62862,-0.64877,-1.35124
04500939,6496,2.20339,32.46978,8.60215,70.55616,46.04372,1.34117,17.84203,,0,66.9627,22.13368,1.25018,3.24985
04501040,5998,1.1236,29.33619,9.92794,60.58091,44.4148,-0.53231,8.28446,,0,66.13738,22.10855,-0.65911,-3.02419
04501041,5597,2.32558,24.36782,7.41573,65.56391,46.64999,-0.44478,7.62963,,0,63.87396,43.96131,-1.14284,-23.08983
04501042,3581,4.31373,27.23735,9.10308,82.06278,57.33035,-1.55388,18.5,,0,63.86628,30.89987,-1.50239,-2.24371
04501043,11048,2.07373,26.48084,8.45448,69.63534,45.61912,1.23223,10.4448,,0,64.79006,25.08206,1.35999,4.9776
04501044,5283,0.67873,31.60622,6.68584,60.53068,42.74087,0.19318,9.73684,,0,65.96746,22.93405,0.08373,-7.91787
04501045,9334,1.8598,30.83832,7.26282,67.50241,48.28584,0.06366,11.63915,,0,64.81379,27.65437,0.1182,-0.87341
04501146,4715,3.59408,29.73621,8.19672,69.98654,45.76882,1.46568,23.53883,,0,60.3545,33.83765,0.79162,-3.33843
04501147,5625,1.59858,28.34331,9.16581,61.82299,43.36,0.60783,14.75667,,0,65.23669,26.10582,0.3998,-4.92629
04501148,4436,1.90024,31.75853,8.76979,66.40625,44.90532,0.79106,19.77912,,0,67.05938,25.20266,-1.19397,-1.39815
04501149,9834,1.5873,27.64921,6.77672,63.47211,40.56335,-0.23532,13.84471,,0,66.79018,22.99822,-0.18585,-2.15085
04501150,3071,0,22.05882,6.72372,59.1195,38.32628,1.12534,12.66234,,0,67.2379,25.48164,1.30574,-2.83019
04501151,7572,1.69014,28.17919,6.59864,46.66667,33.38616,0.02743,11.18012,,0,70.24317,20.59025,-0.78663,-1.47692
04501152,6913,2.20713,26.31579,6.68657,61.34663,43.61348,0.3273,9.41476,,0,67.10978,24.71942,-0.51015,-9.21538
04501153,7489,1.87861,28.38039,10.7511,66.97674,45.33316,0.49128,17.02611,,0,61.36967,32.06405,1.41889,0.15271
05100101,4079,2.27273,16.09907,3.38983,33.93124,17.92106,1.51372,19.93355,,2.27997,62.6294,20.26254,4.13836,11.07143
05100102,4390,5.26316,44.10112,5.0077,51.17541,24.39636,1.53705,36.51877,,0,68.86028,17.85896,0.21029,-0.62378
05100103,5873,5.39683,25.71429,4.36836,64.78743,46.10931,4.09115,25.70356,,5.41461,35.67197,36.22921,15.54312,19.69044
05100104,4830,2.22717,26.34615,3.3667,65.13453,39.64803,0.29006,29.60688,,0,64.07448,21.00982,2.91147,3.72173
05100105,7608,2.15054,33.95062,3.89064,36.33776,19.87382,0.41459,23.42767,,0,69.00889,17.50193,-0.13831,-2.94243
05100206,3619,7.82609,34.98759,7.53187,68.55422,44.12821,0.25669,42.36686,,95.3302,64.75553,19.93366,2.58939,0.18943
05100207,2314,1.11111,24.63054,0.77519,46.53465,27.2688,-0.89186,7.72727,,99.87035,63.1932,25.68499,9.25856,1.40086
05100208,10703,6.43657,34.26009,6.60264,68.75,44.34271,3.92038,50.38384,,21.38653,66.66337,18.25635,0.63075,6.70756
05100209,11547,7.0523,34.33875,10.36484,72.71517,52.2993,1.42054,42.39431,,99.33316,71.73814,15.39102,-0.18516,-1.09262
05100210,7709,4.75543,45.20368,8.37696,62.27045,37.52757,2.48072,36.54306,,100,65.84401,21.04977,0.065,-4.12118
05100211,6068,3.60825,26.17188,2.52918,59.01826,33.50363,1.53586,31.76734,,22.77521,73.4624,17.45397,0.49128,4.9852
05100312,4025,3.13901,34.91272,10.48513,67.21805,41.01863,3.74299,29.81557,,100,62.67016,26.56481,0.66034,-7.65549
05100313,5756,3.94737,27.47664,5.18962,76.92998,52.10215,2.32581,34.60983,,63.13412,56.14387,20.42883,3.39143,1.89225
05100314,7335,6.17978,31.45478,15.89242,77.33888,58.80027,1.96409,41.23077,,87.75733,56.27718,27.36902,-0.93677,-3.4282
05100315,6753,6.09137,35.88235,10.67853,67.37027,45.03184,2.31516,36.0601,,100,61.45768,25.2717,-1.64326,-1.5215
05100316,10341,4.45633,40.61896,9.31944,58.66983,40.8181,0.28663,33.20665,,51.95822,65.73505,22.47491,-0.21254,-5.96849
05100317,3670,3.71353,28.93258,8.71795,74.51565,47.92916,-0.22741,32.70292,,100,55.53302,33.73266,-0.0368,-5.93743
05200418,3839,0.64795,16.36364,0.68847,41.80967,22.11513,0.97172,6.69456,,99.53113,78.56563,13.00336,0.14551,9.45574
05200419,1694,0,38.58268,2.24299,12.22222,6.25738,0.1689,12,,100,78.34241,12.6594,0.56348,0
05200420,5780,2.71647,19.80583,2.69504,50.8918,31.15917,-1.57492,29.41989,,83.80623,72.68968,20.22485,-0.97317,-1.62707
05200421,4386,1.8711,36.5566,3.46939,41.03165,28.52257,1.32146,31.68317,,70.22344,64.00769,22.04366,-0.1252,-0.50889
05200422,1057,0,25.61983,5.98291,33.18584,19.67833,-1.22482,58.13953,,81.36235,57.08543,30.39718,11.24538,-1.62679
05200423,6606,4.70383,43.88186,5.9062,55.77889,33.33333,3.70754,41.86456,,100,70.00963,16.57353,1.00142,8.82582
05200524,3367,0.7109,16.3017,1.16959,37.22944,28.77933,2.1402,19.30836,,99.703,68.80075,19.66627,1.63914,-5.58331
05200525,2431,0,16.10487,9.00563,48.23529,25.54504,2.77149,9.23077,,100,64.10923,19.06215,3.32368,4.84642
05200526,5734,9.19355,42.00849,10.27397,76.27974,56.67946,1.16079,52.34962,,100,67.2308,17.41171,-0.14753,-1.87988
05200527,11620,10.26157,38.9029,17.10665,77.76362,61.92771,3.03639,64.791,,100,65.63021,15.654,-1.47141,1.13005
05200528,7019,3.15615,27.21088,4.31555,48.03493,26.45676,2.39491,23.66231,,58.07095,73.13988,14.45699,0.11235,1.6374
05200629,7858,4.1769,32.40469,7.72627,68.4355,39.89565,3.1817,26.62921,,96.71672,59.21527,26.29866,1.91299,-3.18724
05200630,9806,4.47316,33.67117,8.3878,58.15068,36.82439,1.74006,33.78184,,100,62.06381,24.71305,-0.55069,-5.9356
05200631,8462,4.65116,37.83069,8.41874,62.45955,38.12338,2.57345,33.43799,,100,63.59464,23.44323,0.13271,-0.8293
05200632,3739,6.27907,35.59322,11.98225,70.33557,47.20514,1.56659,39.17137,,99.83953,64.6661,22.53917,-0.96731,4.47846
05200633,2003,7.58621,42.85714,3.82848,51.25786,27.45881,1.11523,41.10169,,100,72.74151,13.57941,0.29397,3.3801
05200634,4436,0,23.65931,1.68605,35.42977,16.25338,0.13071,18.91892,,1.53291,73.82004,13.56501,0.89213,1.96078
05300735,1925,3.18725,18.54545,6.83761,74.02597,61.45455,2.52146,23.12139,,100,57.04507,34.75975,19.89815,49.48068
05300736,3667,4.0724,24.44444,6.78392,66.87307,53.66785,1.57537,34.68869,,16.38942,67.16287,16.7754,0.52246,8.33532
05300737,10901,4.83351,39.04856,8.3632,66.85323,43.72076,2.10493,34.57197,,48.79369,68.62046,17.47264,1.04503,-0.86271
05300838,21,,,,,,,,,,,,,
05300839,7660,4.15704,35.36269,8.00882,66.06523,48.95561,3.15893,31.39949,,62.24543,67.26772,22.79958,1.91021,-0.91415
05300840,486,0,,0,64.61538,49.38272,5.27505,19.83471,,100,73.13433,15.6746,-2.66617,-16.4916
05300841,4573,4.86258,28.60465,7.99458,67.90831,46.59961,1.86552,26.08286,,100,58.96194,25.0222,-1.52766,-2.01141
05400942,3642,2.30548,23.76543,1.65593,37.5,20.42834,-6.64303,17.26619,,0,76.74024,22.61221,-3.57477,-2.06775
05400943,10315,0,18.29268,1.1343,29.95988,18.53611,0.20908,8.39695,,0,72.67341,15.57954,1.57119,11.11556
05400944,2198,0,19.19192,3.25203,31.67702,17.06096,1.2668,10.81081,,0,75.73909,12.00897,0.45542,12.32198
05400945,3682,0,21.09589,0,31.38801,15.94242,0.9409,9.95025,,0,73.76447,13.17807,1.38609,7.53931
06100101,6988,0.55944,22.05128,2.79961,44.88273,26.88895,0.08194,8.32342,,0,71.12426,17.15979,0.91232,1.61331
06100102,8808,1.99468,26.65877,5.22713,55.61538,36.4555,0.18641,14.84375,,0,66.75814,21.0401,-0.5546,-4.64657
06100103,6281,1.16667,25.16892,6.11015,47.8308,32.71772,1.15563,11.70569,,0,71.67949,18.40929,-0.61663,-9.60386
06100204,6887,2.38429,32.48811,5.62712,55.2659,35.87919,2.11518,17.2232,,0,71.00045,19.0502,0.15297,-3.49866
06100205,9881,2.11416,28.37696,5.90426,51.36799,33.6808,0.97644,16.21622,,0,66.47109,20.28212,0.04078,0.36265
06100206,7694,1.97869,30.01443,6.14973,46.21005,30.41331,0.89262,18.90304,,0,68.10847,18.82485,0.3238,-4.06261
06100207,8008,2.20386,28.57143,5.85075,54.88127,34.49051,1.654,14.27498,,0,66.18922,21.64014,0.7394,-4.7858
06100208,6824,0.83333,26.19863,8.64198,46.88525,31.46249,0.95473,11.14583,,0,65.80359,20.46731,0.45978,-3.20481
06100209,9339,1.1889,26.27219,6.11907,57.64706,35.73188,1.40294,15.94747,,0,66.12576,20.02169,0.62663,-3.26493
06100210,4868,1.03359,29.89011,6.3253,43.62606,29.21118,0.58858,16.3142,,0,68.13799,18.26903,-0.25335,-2.21666
06200311,4937,0.7177,30.96927,3.85675,41.29834,24.26575,0.61821,15.74642,,0,72.68509,14.77194,-0.50804,-0.19839
06200312,6097,1.3913,20.33272,2.86717,51.32743,31.88453,7.05635,13.93998,,0,64.84026,24.77884,5.40208,13.82425
06200313,7410,2.59516,37.08987,6.60562,53.01556,32.32119,1.20837,21.11693,,0,68.5193,17.62676,0.31914,-3.65905
06200314,7313,3.16456,33.75887,6.5764,50.0466,30.4116,0.69335,23.15996,,0,65.2432,19.16129,0.65681,-1.43904
06200315,5841,2.63692,29.80251,6.55172,50.4712,29.49837,1.82331,18.84615,,0,67.4041,15.49813,0.85547,-2.35353
06200316,5558,3.07692,35.45817,6.57386,53.95859,42.2634,1.41685,17.85714,,27.94171,66.29002,24.39235,1.68483,-0.14908
06200317,6402,1.09489,26.90972,2.90764,30.72805,20.50922,0.74937,13.14741,,16.71353,75.62205,15.79112,0.48414,6.90542
06200418,0,,,,,,,,,,,,,
06200419,4636,4.75162,31.44208,8.70307,71.73913,50.40984,1.2566,20.25431,,86.88525,72.85843,17.804,0.23702,-4.78884
06200420,7055,2.98273,30.78125,5.1091,51.5233,29.01488,0.68034,22.84608,,50.70163,65.26644,20.2513,1.38084,1.93376
06200421,8349,2.17391,30.19391,3.10838,43.28238,26.60199,1.34221,23.24723,,0,67.82457,21.23952,1.70642,4.08613
06200422,7062,0.71327,24.16918,1.71875,33.9779,21.82101,1.42673,17.25,,0,72.22468,20.57822,-0.41993,3.40407
06200423,8627,1.98511,23.89791,2.62618,47.09501,27.19369,1.51852,29.33598,,0,70.61525,14.97915,1.4539,5.85211
06300524,5670,1.77134,28.65731,1.99882,38.85714,24.07407,0.31803,17.04394,,0,72.64973,20.77735,-0.02499,5.18685
06300525,5616,2.55403,38.37638,5.26706,44.07186,24.87536,1.45769,30.72464,,0,67.33668,16.83731,0.08853,-1.87817
06300526,3311,0,26.74095,3.5503,46.64372,32.0447,-0.34679,12.5,,0,69.14124,19.37745,-0.04491,6.20576
06300527,8385,0.68213,30.02681,3.52996,52.33161,28.89684,0.68238,12.99907,,0,66.21924,18.90844,-0.53543,-1.60817
06300528,11050,1.20968,23.44961,1.05468,39.3683,23.38462,0.18372,11.1546,,0,72.20767,15.37408,1.35398,3.87928
06300629,7088,1.36986,25.44,3.07692,41.17032,28.25903,0.14131,11.44641,,0,70.29515,18.41712,-0.00634,-2.83622
06300630,5612,3.39257,25.09225,4.08163,63.78772,39.25517,6.3067,24.13522,,0,63.38767,29.01557,3.80129,11.58808
06300631,3152,0,23.35766,2.71186,43.27354,38.3566,2.10303,4.77897,,3.20431,60.48652,29.14482,0.7995,9.45166
06300632,13747,1.12755,16.81006,2.01613,44.83416,29.07543,-0.29071,14.10564,,0,65.67255,21.59137,0.64807,2.56947
06300633,12046,2.13904,24.43281,2.45081,39.1373,25.52715,0.4037,18.88814,,0,69.56221,16.44541,-0.41373,1.21492
06300634,8511,0,20.87156,2.23848,38.48728,24.25097,0.25692,11.09914,,0,69.89696,16.11309,0.37686,2.13694
06400735,10126,0,19.97951,1.65708,34.4464,22.65455,0.46527,6.79612,,0,70.02764,22.94133,0.16144,-0.4054
06400736,5234,0.75047,25.4386,2.71817,32.26141,21.07375,-3.27938,13.06667,,0,77.17023,19.24196,-2.07468,6.34506
06400737,11498,0.85639,23.17199,2.19298,34.25197,31.50113,2.09862,4.25801,,0,63.41727,29.41393,2.31329,8.55545
06400838,7511,0.41841,20.11252,1.46935,30.58824,18.83904,-0.63285,4.4964,,0,74.56177,15.15712,0.2234,11.9468
06400839,5278,0,24.4,2.37179,41.56142,23.30428,0.30969,7.52033,,0,73.66974,14.80881,0.35912,6.16188
06400840,7266,0,27.61628,2.46562,26.28372,16.85934,0.02563,6.15079,,0,76.17287,13.931,0.1654,1.82018
06400841,5958,0,24.82143,2.4974,42.16216,25.1091,0.22204,10.66879,,0,66.46884,17.9134,1.82501,5.98362
06400842,4810,0,21.21212,2.45399,51.37047,37.58836,-0.1043,3.85852,,0,60.11409,19.76664,1.31796,4.62655
06400843,4902,0.67454,18.93004,1.43426,40.09547,30.62016,-0.28546,1.96078,,0,72.65641,17.4303,-0.61873,5.32753
06400844,7204,0,19.21459,1.18343,49.42529,32.56524,0.18403,7.6077,,0,66.20899,20.93523,1.54513,13.06767
07100101,9808,3.46741,30.15873,12.14789,71.19924,49.01101,-1.60065,17.50412,,0,63.46743,29.01907,-0.22409,-5.54167
07100102,8675,5.94796,25.87209,19.33514,73.65369,51.05476,-0.54279,29.07829,,0,62.18761,33.67129,-0.44133,-5.60016
07100103,7712,4.41527,27.57143,19.27602,81.14618,63.67998,-1.08455,32.72877,,62.04616,68.25698,23.27014,-0.59896,1.49552
07100204,10468,1.28205,27.36052,9.0389,55.19836,40.06496,-0.38559,14.02944,,0,66.40328,25.02072,-1.155,-3.64571
07100205,5257,6.03908,33.07544,25.25126,86.18063,67.90945,-2.96547,35.67901,,78.65703,72.3332,21.27257,-2.94576,-2.17471
07100206,8223,2.22513,27.77778,25.34909,60.05111,49.00888,-0.63167,22.68989,,70.59467,66.97342,25.24909,-0.9012,-2.20495
07200307,10578,1.70455,27.252,6.32133,56.12094,36.2923,0.0191,14.72912,,0,69.36627,20.36495,-0.39316,-1.87591
07200308,10501,4.75687,27.33888,8.21832,66.34921,45.64327,1.57886,26.63888,,2.40929,60.90452,31.38066,0.52615,1.79314
07200409,9460,2.19245,25.03023,14.33692,52.72031,38.8055,-0.8156,13.56757,,3.79493,68.94947,24.54868,-0.57251,-7.03432
07200410,5565,5.64374,25.42694,14.34263,70.41485,54.30368,-1.36038,31.96013,,89.61366,66.90675,27.1731,-0.71313,-5.20592
07200411,2786,3.38346,28.03347,14.45087,59.45946,44.54415,-0.32945,22.63242,,8.36324,65.64371,21.67036,-2.14311,-8.36941
07200412,1094,2.39521,23.42342,12.76596,84.57143,59.87203,2.82807,13.58314,,58.13528,25.95495,113.54524,75.12734,177.12418
07200413,7886,3.04878,29.05501,12.76596,46.3392,35.22698,-0.30597,14.8981,,27.70733,65.93056,24.67821,-1.11848,-7.87472
07200414,3736,1.31926,29.11051,12.66491,54.35169,39.69486,-1.12239,14.68254,,85.17131,62.48942,25.30842,-1.13031,-6.65534
07300515,6860,1.5,23.69942,4.53594,41.94499,25.91837,-0.02939,13.48465,,0,71.36752,19.03136,-1.2064,-1.3981
07300516,8839,0.94229,27.91234,4.59057,40.02987,29.3359,-0.28373,10.05372,,0,69.27796,21.14113,-1.69165,-5.89636
07300517,8767,1.2318,24.03628,4.57173,42.41135,30.15855,1.58204,11.55209,,0,68.35743,26.65024,0.62101,-5.76648
07300618,9371,1.2931,23.9548,4.96375,44.2446,32.47252,-0.05802,13.04975,,0,70.91459,19.55056,-0.5681,1.63403
07300619,12302,3.13757,28.26772,8.98268,63.04668,44.61876,0.3896,25.01022,,0.13006,70.30152,19.95894,-0.75315,-2.30606
07400720,12038,3.12213,34.18414,7.15763,61.79648,41.60159,-0.0834,23.69971,,0.33228,71.43849,18.31684,-0.62764,-4.00767
07400721,5464,1.58983,21.12,7.11297,42.65611,32.21083,-13.92162,19.35484,,0,74.97603,49.01158,-8.2038,-9.82882
07400822,2255,1.79641,36.86869,7.44337,37.11656,22.03991,0.38321,21.80851,,22.57206,61.98347,15.26692,0.8698,5.71788
07400823,9832,3.05085,39.3319,8.05153,61.71548,36.66599,1.38483,28.85866,,2.47152,66.6595,20.7117,1.17613,-1.16916
07400824,7390,2.7972,22.08158,8.08006,59.86509,40.56834,1.33171,23.83059,,3.76184,60.78094,27.99837,-0.70737,-4.42496
07400825,7360,2.63523,32.77075,8.07393,62.16713,42.32337,1.31808,21.88088,,0,66.66189,23.50026,0.25899,-2.03067
07400826,5114,1.39211,31.01852,6.40648,48.03493,28.02112,0.84649,23.46939,,0,72.48363,16.08594,-0.33688,-4.31316
07400927,11104,3.89725,29.0853,6.61323,71.03175,46.07349,2.49007,30.27351,,31.75432,63.96456,29.2247,0.35502,-1.32739
07400928,3980,5.98291,37.13528,19.2399,84.33931,57.1608,0.48964,32.88987,,100,55.99251,30.32567,-2.28062,-11.58422
07501029,8138,3.94558,30.39591,7.54839,65.35304,41.30007,1.04788,32.14286,,30.06881,60.60724,27.48769,1.52248,-2.37057
07501030,8890,4.07609,30.44554,7.55873,72.93065,42.93588,0.52839,29.16433,,36.15298,64.98396,22.56523,0.78106,-0.05533
07501031,9101,2.886,34.34211,5.39278,56.37297,33.90836,0.3141,27.56972,,18.41556,71.78928,17.82987,-0.36642,-3.96535
07501032,5653,4.63458,28.70544,5.17375,56.55836,34.31806,1.16496,32.72506,,36.70617,71.82495,16.07084,-0.04105,0.24165
07501133,8141,3.68957,29.93631,4.58234,71.50586,40.11792,2.91746,28.46633,,93.28092,64.59667,22.66202,1.41468,-1.64627
07501134,10584,2.92208,23.4391,2.83079,53.53788,30.15873,0.24762,31.13497,,3.25964,73.09635,15.9244,0.39396,-1.36164
07501135,2233,1.76211,15.26316,1.12179,40.96774,23.9588,-0.3358,20,,0,77.44917,14.17945,-0.6642,10.10101
07601236,10193,5.84192,28.13397,6.19469,66.61608,42.85294,1.04354,54.55746,,34.67085,67.15291,22.75237,-0.09802,0.81548
07601237,4740,1.3245,19.6468,2.60799,42.02899,25.88608,1.48417,17.68421,,0.99156,73.91687,14.99065,0.57825,0.00951
07601238,2869,4.6595,31.22807,2.1102,71.23552,39.97909,0.89392,38.68132,,97.69955,73.15828,15.20628,0.52528,-2.4869
07601339,5749,2.98507,35.19737,7.83133,60.03937,40.16351,0.98524,41.97689,,8.38407,73.13815,11.21604,-0.33428,0.60119
07601340,6429,5.13245,34.52722,7.85805,61.04015,42.61938,1.7867,38.39458,,4.61969,72.01371,16.23564,0.24769,-0.40851
07601341,2284,4,21.02804,7.85824,54.2522,31.34851,2.34644,34.09742,,90.76182,71.9963,21.59273,-0.21524,4.51389
07601442,10498,2.11132,28.54331,2.09644,40.19548,23.12821,0.72139,27.00508,,17.64146,73.01145,15.83203,0.57449,5.3193
07601443,10895,0.77178,26.81416,3.31029,41.57667,23.13905,0.96323,29.63801,,0.3855,71.43684,14.87443,0.22423,3.92519
07601544,8485,4.8011,30.04808,5.57461,51.86488,30.61874,3.02504,34.0197,,25.6924,62.39911,19.95911,5.56038,16.07623
07601545,8431,6,38.94967,8.66873,64.07879,40.24434,0.95564,59.12807,,75.16309,69.48644,15.64131,-0.59772,-2.00563
07601546,6978,1.31004,21.42857,2.4619,35.50661,20.07739,0.99059,17.36746,,0,76.27907,15.62699,-0.03566,6.12784
07601547,3859,4.18006,25.06596,1.60833,39.73988,22.13009,0.58274,36.67377,,0,65.27208,23.00153,0.967,1.06383
07601548,2964,0,22.01258,0.80925,34.95327,18.92713,1.2811,30.58824,,3.57625,72.41993,16.5655,0.2524,1.11722
08100101,4516,9.14286,32.13296,23.91304,68.80131,56.1116,1.31013,26.69713,,78.49867,61.21409,29.26466,-0.32025,-7.33669
08100102,8218,6.98366,32.14286,24.68619,68.97507,53.32198,0.17536,21.27422,,100,62.0505,29.97513,-2.04771,-6.35008
08100103,7473,9.2,35.33448,24.59016,67.56757,49.9264,-0.26731,22.80316,,100,60.60606,27.71857,-1.90276,-10.29994
08100104,6706,9.57983,32.62032,16.90141,82.09693,57.57531,-0.44705,33.40757,,100,62.58418,26.89448,-1.63013,-9.18892
08100105,5567,9.87306,29.59184,16.86747,92.06511,65.40327,0.26245,36.78392,,100,55.75104,31.533,5.62208,-1.34965
08100206,9668,9.47752,31.49394,22.24771,76.4751,58.67811,-1.16356,25.52624,,100,60.41059,29.25773,-2.1259,-11.95188
08100207,7451,10.86022,31.59898,22.22222,87.39217,67.3064,-0.11763,36.60394,,100,71.51327,18.68236,-0.2749,2.4415
08100208,12288,9.83021,34.50292,20.18265,77.17798,55.48503,0.19125,29.71615,,100,63.54372,27.46674,-0.87782,-8.63807
08100209,8524,9.95169,28.29341,17.07589,83.96887,59.73721,3.39427,36.30158,,100,53.27708,41.32427,2.58255,-2.74547
08100310,7877,5.95041,29.90528,16.96,64.7351,50.52685,0.92827,18.98336,,100,63.69936,25.416,-1.5116,-7.73502
08100311,7342,3.32031,35.2349,16.93038,56.83531,47.49387,-0.10274,16.76163,,100,62.55337,26.57078,-1.13197,-7.65517
08100312,11788,8.75817,33.66733,16.88192,66.62476,51.23855,0.30905,21.82941,,100,63.45295,26.17792,-2.21133,-10.37716
08100313,3868,3.60656,36.08563,12.43942,58.86654,38.00414,0.04997,25.78947,,85.23785,67.53211,19.97038,1.84624,3.84574
08100314,8264,7.22733,26.84049,25.6975,79.93311,61.15682,0.44417,29.60784,,100,62.68506,28.29685,-1.35738,-11.00219
08100415,6530,7.32759,29.77941,17.51701,71.83246,52.43492,-0.9548,24.2016,,96.76876,61.1605,28.18874,-3.46497,-13.19961
08100416,6562,5.46022,31.23939,17.46795,68.00805,52.42304,0.17603,26.02603,,64.43158,60.69708,26.23345,-2.26385,-2.54393
08100417,9919,11.24324,29.44785,17.5,75.35854,54.92489,0.72769,31.69079,,94.9995,58.77854,30.43915,-0.97134,-9.78204
08100418,9588,6.01604,30.49555,16.42085,66.07281,47.72632,-0.16747,25.48878,,100,61.68255,26.83387,-1.17912,-11.4609
08100419,7100,12.5,29.86425,20.16461,87.40269,60.59155,1.15222,47.46137,,100,58.92535,29.59286,-0.86063,-6.78924
08100520,5767,10.253,28.21637,18.62464,91.68399,74.33674,2.21492,45.24657,,100,73.12394,21.97112,-0.80485,-3.98642
08100521,9620,13.08859,30.4308,20.38168,87.85006,65.96674,-1.07081,55.93483,,100,76.736,15.48314,-1.60848,-6.36152
08200622,5608,8.66477,27.80411,9.74729,84.85093,67.86733,0.47167,45.40378,,100,55.92571,30.09119,1.54315,-3.02541
08200623,6064,6.60225,26.50823,10.9972,71.73282,46.00923,-2.07348,28.39161,,100,65.87968,23.30935,-1.99644,-3.18932
08200624,8754,8.47666,36.84864,10.76179,76.62435,46.55015,1.61944,37.19053,,100,69.25204,21.52154,0.35663,-1.39887
08200725,2455,2.26415,16.12903,2.89575,54.54545,32.01629,0.17954,30.24194,,99.8778,74.91568,16.4216,-0.70029,-7.15812
