id,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k06_change_proportion_of_foreigner,k07_foreign_transfer_recipients,k08_urban_apartments,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
08200726,6271,2.5,27.60252,7.33945,45.61879,28.91086,0.71797,32.27513,,9.07351,70.55462,15.16724,0.47249,1.57915
08200727,7983,3.82775,40.70796,7.3081,53.72984,30.32694,-0.2482,26.04699,,2.53038,73.72339,15.68658,0.65335,-5.10511
08200728,1253,5.74713,30.43478,6.70391,71.34146,33.43974,1.17968,31.48148,,41.81963,73.94191,13.09093,2.43097,-8.73016
08200729,1865,2.05128,19.35484,6.89655,54.64191,36.13941,1.21686,15.42056,,88.68633,67.19101,13.75421,0.46143,5.64963
08200730,3321,2.32558,20.76923,5.8427,54.23341,32.27943,0.38198,25.5814,,65.19121,76.60494,16.07351,0.6938,4.57048
08200831,8320,3.66714,28.51511,4.14878,50.04136,28.11298,1.17786,28.19932,,60.85337,74.60018,15.50643,-0.32694,1.59154
08200832,11578,5.06692,27.82446,3.39037,58.19936,31.33529,-1.39008,40.75366,,76.02349,74.04663,16.42067,-1.45525,0.78367
08200833,8698,5.94262,29.15718,7.73715,73.35812,46.58542,0.62721,35.36842,,99.86204,68.05757,21.75865,-0.74094,1.10299
08300934,12534,8.48533,30.08709,8.71446,82.61641,52.68071,0.86205,40.83922,,69.40322,73.62535,14.87418,0.43706,1.16095
08300935,7303,2.49042,31.44876,5.97458,79.06977,43.73545,1.4123,29.08297,,82.24018,75.31465,14.18975,0.00595,-4.02907
08301036,7190,7.62943,29.13817,8.35565,77.67722,47.60779,0.39434,47.76346,,63.35188,72.09096,12.79427,0.19941,-3.21281
08301037,10564,6.54545,27.67857,8.39416,80.65803,57.88527,2.20443,41.05453,,0,71.40986,15.86219,1.5162,7.64415
08401138,2834,4.58333,33.33333,3.69128,67.72908,33.27452,-0.08386,56.63957,,100,75.51929,10.28303,-0.02606,-5.72421
08401139,4103,2.86533,22.25806,2.9975,66.86391,34.6332,0.67044,24.3762,,79.86839,69.51625,17.25157,0.18218,1.57609
08401140,2661,3.83275,27.00422,3.36134,59.50226,34.94927,2.41681,29.86667,,100,74.32696,18.7147,0.11582,-2.4878
08401241,8264,1.25428,21.71717,1.61527,60.40932,36.35044,1.45767,25.33098,,0,73.14756,17.30966,0.45138,4.87745
08401242,6844,2.07101,21.875,1.7455,46.53099,26.05202,0.86384,21.79487,,17.18293,76.41596,14.53804,0.53577,4.65728
08401243,9997,4.05983,27.91991,4.04996,53.81166,30.06902,2.23171,31.82527,,12.28369,71.93738,15.86843,1.0294,0.424
08401244,7118,1.6692,21.24646,2.14323,43.19868,24.85249,0.33142,19.3159,,40.12363,74.90075,14.59681,0.99487,10.59891
08401245,3776,2.69608,27.23214,3.57675,49.21316,29.95233,1.08739,23.28767,,0,71.33202,16.95198,-0.01236,-2.47374
08401246,7951,3.91414,26.86916,3.20304,43.93103,27.04062,1.47119,34.35504,,61.87901,74.57109,13.63356,0.07548,6.30475
09100101,13167,3.30761,28.18358,6.27981,42.86309,33.18144,0.64479,18.40855,,78.82585,60.477,26.11363,1.90544,1.76715
09100202,4375,1.20846,25.04708,2.78164,26.45963,19.54286,1.32232,16.44444,,0,69.38626,16.52179,0.00097,-4.07196
09100203,6924,3.47648,41.07527,2.1059,38.4844,19.84402,1.93705,23.30654,,0,65.80529,19.61826,0.12914,-6.40292
09100304,11722,2.73292,36.18557,1.81026,28.84078,17.49701,1.58724,20.03469,,0,62.91994,21.21213,1.12473,-2.15967
09100305,4074,5.12821,36.8272,1.82927,27.4,19.7349,2.24484,17.75148,,0,58.17061,26.37923,1.56149,-9.23965
09100306,3098,1.25786,23.97004,1.1236,57.72871,30.69722,7.52946,39.72056,,64.36411,70.88737,25.15947,3.74672,25.83742
09100407,8480,1.66667,36.82759,1.65787,25.47597,12.88915,1.69025,24.67742,,3.77358,70.91447,17.10362,0.52104,-0.12167
09100408,8105,2.82087,36.99095,2.91262,27.5783,15.99013,1.47208,30.90909,,0,63.87325,22.22806,0.48614,-3.80798
09100409,3375,0,21.33995,2.88809,29.5107,20.5037,1.63051,14.45783,,59.05185,75.76037,12.56857,-0.1741,2.97343
09200510,7535,4.28725,37.23118,8.18713,47.69737,32.6211,2.37067,34.35281,,99.96019,48.53107,35.95541,0.67747,-8.97213
09200511,12663,3.5835,37.88952,5.60261,36.4486,23.67527,2.02091,41.16466,,1.5952,58.51208,25.21328,0.36644,-0.93535
09200512,3440,3.9261,42.28188,5.67227,38.40749,26.56977,3.79884,28.31715,,42.67442,47.57548,38.63864,2.70568,4.12393
09200613,9424,3.47744,30.19854,4.17391,45.33333,31.68506,2.16443,27.83641,,13.6354,47.73191,37.84687,2.09037,-3.81959
09200614,3580,3.7037,36.06061,2.87037,18.23417,9.6648,1.57182,33.87097,,42.82123,72.80626,15.7753,0.8786,5.84313
09200715,3059,0.66079,13.93189,1.90476,48.08853,42.13795,-0.55653,10.43203,,97.97319,6.22302,51.1374,3.36134,3.1746
09200716,7669,3.18066,39.57016,2.44253,36.87196,22.3106,2.71421,30.61728,,0,62.17331,25.50296,0.06646,0.66903
09200717,9482,3.56718,33.79679,2.46637,30.30086,18.86733,3.70354,26.75941,,7.96246,62.23979,23.02665,1.74489,-4.68245
09200818,3061,3.38983,36.54971,3.61664,18.50312,11.72819,1.81385,28,,0,65.17205,19.86341,1.74132,0.16388
09200819,8292,5.38012,42.81407,3.60784,35.11307,22.68452,3.09628,34.65347,,68.95803,60.6435,23.84246,2.00187,2.95494
09300920,11751,1.60321,22.79102,0.89962,28.6216,17.22407,1.6824,32.17489,,34.72045,65.92432,19.26221,5.11503,11.76164
09300921,2697,0,15.75342,0.92081,20,11.97627,0.41394,19.17808,,0,71.63202,15.87951,2.50275,-1.12666
09300922,5660,6.65557,49.26686,6.77778,29.99136,18.63958,4.31729,52.89389,,33.88693,70.60254,17.00817,0.1692,10.2208
09300923,8169,4.10798,33.36339,4.46512,31.06588,21.01848,1.22207,48.10952,,0,68.09904,18.95471,-0.45931,4.31007
09301024,2417,2.23464,18.95911,1.2844,20.44444,12.12247,1.77159,15.625,,9.10219,64.06114,16.8144,3.71393,7.55297
09301025,10760,2.49187,27.83603,1.2848,23.36066,14.38662,0.15081,18.91304,,62.63941,73.89613,31.47001,-0.46625,-3.88921
09301126,7217,2.04082,27.24719,1.2926,29.58904,15.61591,0.51458,23.04147,,0,56.80848,26.85567,4.93855,10.04508
09301227,1871,0,20.94241,0.69808,17.74744,10.47568,0.4079,11.11111,,50.77499,73.91061,11.80815,0.84113,1.72414
09301228,2571,1.59574,25.62278,0.99174,19.57041,10.9296,-0.06493,12.90323,,98.40529,72.02136,16.25581,0.05828,1.53533
09401329,10138,2.04082,32.70911,1.59879,14.16455,7.16118,0.73076,28.82353,,8.00947,72.41133,12.574,0.78798,0.12563
09401330,1911,0,20.79208,0.60606,21.67183,10.98901,0.80679,14.89362,,0,67.63897,18.02951,0.00012,4.19978
09401431,5445,2.16718,33.09693,0.85164,19.90881,9.27456,0.3367,31.30841,,0,68.13754,13.79694,1.39459,-0.43398
09401432,1569,3.33333,24.46809,2.53521,29.43038,16.12492,2.24766,39.28571,,0,71.02546,15.2439,0.16046,5.17449
09401433,4368,3.30579,38.34356,1.71958,25.17606,13.62179,-1.81182,23.63636,,0,69.44774,19.92329,-0.10385,-7.20051
09401534,7337,5.12465,39.89247,5.46956,31.22831,20.45795,0.85145,40.12539,,0,58.54191,27.00271,1.5967,0.55285
09401635,6867,0,20.558,0.84541,15.77465,8.752,0.6915,16.20553,,32.6489,75.80475,13.85423,1.03192,6.24625
09501736,4575,5.97484,33.05263,1.19904,20.89552,11.97814,0.71066,40.66265,,3.25683,64.0553,29.19938,-0.50282,0.0094
09501737,14434,1.39442,32.12401,1,15.59117,8.54233,0.23565,21.73145,,0,68.91372,16.55187,1.14471,3.34685
09501838,9856,1.63934,27.16175,1.07362,20.11349,10.36932,0.47691,26.52259,,42.30925,72.75427,18.94674,2.39611,7.6004
09501939,6377,2.57827,27.03102,1.98198,21.9246,16.4811,2.91732,24.33628,,0,54.86192,25.22555,3.3546,-4.48213
09501940,2678,3.37079,36.46209,1.94175,23.74101,16.61688,3.0781,29.33333,,0,59.8572,26.09568,0.55168,-13.51973
09501941,2678,0,23.78641,1.92555,24.75248,12.54668,2.92107,20.94241,,0,64.48964,20.95514,0.20624,-8.01819
09502042,4106,1.18694,22.61905,1.08588,17.01445,10.76473,0.8952,15.50388,,0,65.9815,20.8628,2.2341,0.65512
09502043,9188,1.10063,35.2861,1.13758,18.82248,9.27296,1.41932,19.6347,,0.0653,71.93062,16.29291,1.71158,4.25792
10100101,5709,5.67108,48.66385,11.6622,42.18213,28.02592,1.80488,43.36794,,100,72.26468,16.13914,-0.19655,2.46514
10100102,3317,4.71976,50.13263,10.78838,40.79148,27.49472,2.87434,31.13367,,100,70.83333,19.43827,0.00055,2.89495
10100103,7685,3.89105,39.22518,10.84431,37.42247,26.21991,1.87366,33.11383,,100,68.9395,19.98693,1.68623,0.82943
10100104,7611,3.58796,44.59459,10.86187,43.98364,28.85298,1.7421,36.9164,,100,73.79195,15.69915,-0.3729,-0.77009
10100205,1262,,,,,,,,,,,,,
10100206,10586,5.13834,43.086,5.91447,40.93735,25.83601,1.79885,40.85631,,30.83318,72.78095,15.36181,-0.64732,-1.6257
10100207,8198,4.18848,46.32272,5.39924,26.87075,17.68724,2.1202,37.41093,,23.26177,69.66206,17.15074,0.22058,1.73964
10100208,9163,5.4242,40.18568,3.21821,51.24585,25.37379,2.58463,40.78212,,19.68788,69.00285,16.69318,1.4698,-2.40223
10100209,8153,1.75439,37.7551,3.20342,42.91471,26.29707,-2.6481,29.04984,,15.90825,68.27184,27.69736,-2.59718,-7.27355
10100210,10782,4.37045,35.61116,4.02338,45.58011,26.68336,2.67871,32.80232,,21.54517,74.98544,14.21078,0.81709,4.09824
10100311,2228,4.8913,20.57416,1.72414,41.56977,29.5781,0.59307,20.16349,,100,66.57197,28.49627,0.70288,-7.05252
10100312,14860,4.13355,32.44305,3.70979,50.16062,26.56797,3.46995,26.63502,,3.63392,71.55275,16.95809,2.26828,2.45505
10100313,4793,3.33333,29.25532,2.57235,54.57464,30.23159,1.79601,22.30942,,90.81995,67.58591,23.27668,-0.35399,2.34594
10100314,6309,2.45902,35.12658,2.57171,36.73674,19.48011,2.18147,31.95876,,99.08068,78.05643,12.64057,0.02304,1.17737
10100315,7171,3.15315,39.14141,2.54372,43.58766,26.04937,2.57925,35.70567,,58.13694,74.13869,17.72924,0.85469,1.86455
10100316,3681,3.53982,24.5977,3.04302,24.04288,14.53409,-0.11648,40.93567,,0,57.16773,14.35535,0.55473,-5.46706
10200417,7171,6.07867,44.80078,11.86186,47.56815,33.62153,3.12265,39.55224,,65.33259,67.39261,21.60779,1.66636,-3.12298
10200418,5445,3.9916,50,7.8853,22.14839,12.80073,-1.78114,39.15344,,7.80533,62.8427,22.17538,-1.08105,-10.22024
10200419,3564,3.27869,40.31891,7.8534,52.60805,40.20763,10.97025,20.22822,,39.19753,60.72174,26.7183,1.9331,2.83271
10200420,7159,5.65724,46.94348,7.88127,47.90823,26.66574,3.85769,55.44894,,0,66.56663,16.70561,-0.13713,0.2592
10200421,1716,2.5,27.55102,14.53744,69.85075,49.35897,10.84097,23.52941,,0,57.33496,31.0152,1.60559,-3.13232
10200422,6503,8.53659,44.18052,11.06557,50.26702,37.87483,7.2404,47.72727,,100,58.90026,26.16415,5.89883,7.67572
10200423,5929,6.43777,48.05031,10.20408,38.86329,31.80975,2.72416,30.82353,,0,56.89097,33.27454,2.17511,0.76118
10200524,9975,3.35404,40.39363,2.84238,36.59574,18.78697,3.25918,35.25,,0,65.02023,21.46679,3.94496,9.25183
10200525,5317,5.10397,41.37931,7.25191,39.31145,25.16457,4.84516,49.46004,,0,69.62333,16.09339,-0.38576,3.59989
10200526,6111,4.14747,47.11316,10.91549,46.05835,34.05335,3.61308,32.89106,,87.4325,61.61848,23.25724,-0.50541,-2.94428
10200627,3465,4.44444,49.57265,5.80271,33.20158,20.40404,3.14562,30.76923,,0,68.15422,19.87996,1.28715,4.74903
10200628,6342,5.78512,50.59848,10.48253,33.64929,24.15642,3.74369,47.16599,,2.9486,66.46133,16.54972,-0.62452,-1.72877
10200629,8919,3.21489,40.3734,3.33756,30.32985,16.99742,3.23806,38.20933,,0,69.14072,18.03624,2.91774,5.04634
10200630,6487,3.47395,39.27336,4.07903,26.56422,14.10513,1.40447,38.92944,,0,76.41767,12.69165,0.44413,5.06404
10300731,7805,0,18.7291,0.48403,19.42978,18.38565,0.35036,1.46067,,0,71.92262,19.08022,0.23628,6.474
10300732,6952,5.7903,35.1735,5.25266,40.16468,23.76295,1.58592,28.09573,,22.79919,58.60493,52.80422,4.40602,4.54267
10300733,3938,0,18.88112,0.6795,32.49258,18.33418,-2.57646,18.05556,,0.17776,58.04799,29.17932,7.26924,10.11204
10300734,10260,0,17.30589,0.41736,20.25886,12.07602,0.96905,10.58091,,11.83236,74.5026,14.73223,3.37414,11.42431
10400835,7807,0.91575,27.66497,0.58939,16.52035,9.47867,0.57691,10.69182,,0,78.7371,12.27614,-0.01264,7.04561
10400836,3868,2.47678,22.22222,1.17096,18.84298,11.091,0.21569,27.88845,,0,70.38545,18.05885,-0.59617,-1.51286
10400837,7733,0,19.47712,0.3238,12.90064,7.38394,0.19541,7.78443,,74.5377,80.48092,10.51283,0.78341,9.74422
10400938,9921,0,19.77186,0.78624,15.08079,9.1523,0.17939,7.18391,,62.86665,75.55603,12.32268,1.18547,5.74961
10400939,4457,0.92593,23.07692,0.818,18.95604,11.6446,0.90735,14.12639,,2.06417,68.78407,18.00806,1.85147,7.72943
10400940,5801,0,19.85158,0.56577,12.14953,6.87812,0.96997,23.66864,,22.47888,80.55904,11.3855,0.63213,9.41209
10400941,9578,0,18.33489,0.51125,14.56483,8.70745,0.42759,10.93248,,16.36041,76.30632,11.62521,0.9265,5.31279
11100101,3302,0,22.04473,2.76817,11.78782,8.38886,1.21423,6.33803,,82.91944,76.98837,19.89559,0.88962,7.70993
11100102,2189,4.13534,15.81028,0,50.55147,33.2572,6.67214,47.49104,,99.17771,53.05818,47.92348,17.93049,34.18188
11100203,8986,4.86027,42.88165,8.10811,50.65923,33.11818,3.6276,46.53951,,0,71.50383,16.8179,0.3687,3.90375
11100204,7052,4.46154,38.52868,5.73123,56.8118,33.70675,7.06125,37.18729,,0,71.51006,20.35906,2.25893,8.65332
11100205,6095,3.11284,46.20061,5.57053,45.44618,28.43314,3.53384,45.2381,,0,71.99375,16.78666,-0.08049,-1.50188
11100206,7609,6.5967,46.81769,5.97643,44.48669,29.07084,4.25975,49.35733,,0,63.66328,19.60527,1.50305,4.13204
11100307,11690,6.1651,40.83192,4.16491,55.73141,30.53892,1.86636,41.91675,,0,73.6326,14.71896,0.01263,-0.92765
11100308,9583,5.41436,44.48669,6.70038,48.78967,28.88448,1.80917,48.74251,,1.56527,75.87995,13.79803,-0.81498,-0.84004
11100309,5825,4.13943,34.03442,1.96221,42.08038,21.75107,2.14537,31.02625,,0,68.86044,23.8713,0.31651,-7.72507
11200410,9998,5.29483,28.71708,1.34503,51.01559,30.74615,2.77859,37.24696,,19.54391,60.34631,23.85315,2.29609,3.8514
11200411,6856,2.54669,33.75,2.9697,38.25858,23.5706,1.72581,37.41007,,6.53442,67.182,20.91254,0.87175,-0.78278
11200512,3898,1.85759,27.99145,1.14416,38.64169,21.01077,-0.04132,34.71761,,0,67.02761,20.64956,0.00017,-4.66403
11200513,9897,4.69274,35.72102,3.24963,47.38372,26.82631,2.18016,38.34249,,0,56.79266,32.23034,0.56554,-4.08391
11200514,15296,4.6132,36.57635,2.90055,51.30533,29.38023,3.10009,38.84207,,0.1569,69.82645,18.77311,1.98201,5.78066
11200515,4125,0,13.59649,0.87282,36.3901,20.46061,2.56464,9.17874,,6.86061,64.3449,18.89432,0.3159,-1.49298
11300616,6058,3.66599,43.99225,3.39286,71.08571,36.2826,-0.73242,36.36364,,100,72.18955,20.28047,-1.61566,-10.04389
11300617,4292,3.41297,46.96486,2.42684,53.15488,26.37465,2.74773,28.84956,,100,71.55425,17.60452,-0.67158,-4.34442
11300618,3713,1.93548,43.10345,2.45399,46.12069,27.12093,3.54661,15.6391,,47.40102,67.92614,23.19142,0.53931,-0.34999
11300619,8422,1.74757,29.74589,2.41187,50.04695,33.49561,2.29211,13.9011,,0,67.13338,30.83836,1.01965,0.74164
11300620,11266,3.54251,33.30267,3.62096,54.19281,33.82745,1.99258,23.49847,,100,66.31421,21.74553,1.61068,0.35789
11300721,5263,2.02312,25.65789,8.39286,67.78761,62.09386,-0.53622,6.99759,,74.84325,36.84211,101.63329,-3.98974,-47.41197
11300722,9901,2.526,32.48988,4.36433,38.56563,24.23998,1.19658,18.20964,,26.06807,60.46887,23.04391,0.87515,-0.97741
11300723,2413,1.57303,12.31527,4.22535,48.64865,66.84625,-5.71602,9.13075,,0,38.043,86.39224,-8.15874,-20.21105
11300724,3989,3.85675,46.07046,4.46097,41.08216,25.26949,2.45745,20.21605,,43.89571,62.76151,27.17352,1.34104,-16.1859
11300725,9837,2.8607,34.0824,4.53074,30.93168,21.7851,2.50473,27.07263,,1.65701,54.42073,30.01636,6.20977,2.9221
11300826,9956,2.5544,34.00447,4.3579,61.0998,37.7963,1.5312,26.0453,,92.49699,68.58887,20.38304,-0.64275,2.98368
11400927,4218,1.6,27.0318,14.61538,25.23041,24.72736,1.3136,9.62406,,0,57.71004,24.5613,-1.13672,-2.35664
11400928,2359,2.57732,26.21723,5.8296,35.43689,31.0301,4.50251,12.05534,,0.25435,49.72678,34.28942,7.87442,10.60606
11400929,16111,2.55795,35.68075,5.78125,35.6213,25.64707,2.02846,23.28671,,0,56.187,27.06621,-1.0387,-7.54891
11400930,4615,1.42045,32.97872,5.7554,28.8,16.68472,2.05174,11.46341,,0,60.10505,25.95856,2.76523,-2.03829
11400931,6764,2.63591,33.58548,5.78512,42.15592,26.19752,1.32116,29.80857,,15.70077,66.35137,24.85105,0.21041,-3.90278
11401032,5824,4.16667,30.8642,4.00628,66.96296,36.62431,2.13904,32.53652,,82.10852,54.68332,35.26458,3.17398,-5.04386
11401033,6756,4.31894,29.81771,4.00641,57.67155,37.09295,2.54047,30.0207,,98.65305,61.62514,20.33425,0.72146,-1.07155
11401034,3195,2.00669,33.68421,5.29801,52.86624,31.14241,4.08423,29.92248,,0,58.57754,28.02387,4.50283,1.04712
11401135,10139,4.30939,33.80282,2.74743,57.79468,29.71693,5.97196,42.37875,,0,66.24237,21.21021,5.79163,13.21795
11401136,8155,0.92227,41.59836,2.74194,28.48837,23.15144,3.46311,11.41791,,0,63.19929,24.19054,1.88796,1.20084
11401137,8708,2.99625,33.76777,2.71473,57.89096,32.96968,2.62091,36.48247,,0,69.12565,17.46043,1.78167,4.80269
11501238,4244,2.05882,18.79815,2.24719,29.49907,22.6673,0.90982,36.48148,,0.14138,60.33592,18.92235,-0.96655,-6.10394
11501339,10346,0.61038,29.16667,2.70916,23.60965,22.66576,2.1015,9.26738,,0,54.78723,30.60527,2.12571,2.64906
11501340,10640,1.50754,24.03698,1.2931,19.16462,13.25188,0.51722,18.56287,,0,64.75165,18.32594,0.48832,2.14895
11501341,7252,0.93604,20.76396,1.99161,17.98817,15.00276,1.71303,6.23886,,0,70.39837,22.99647,1.49763,1.06121
12100101,10985,4.06091,32.9806,10.38287,78.62557,55.01138,1.80723,31.65741,,100,61.76442,25.31761,-0.3143,-6.74133
12100102,9986,5.15021,30.66406,7.90051,74.94444,50.32045,2.92999,36.2895,,100,64.20863,24.33052,0.4716,-3.32742
12100103,7702,3.89937,37.10879,11.66913,71.16858,44.74163,1.97662,30.50383,,100,65.08327,21.92381,-0.22559,-4.29864
12100204,8869,3.20366,35.22013,6.0307,77.35011,47.22066,2.38166,29.41716,,99.8647,64.30948,24.5947,1.51542,-1.14431
12100205,14057,3.74435,35.67119,8.19352,68.89995,46.38259,2.87503,26.22248,,99.87195,62.82715,26.74638,1.28154,0.3445
12100206,4661,4.8913,35.06173,5.08982,54.40932,32.50375,1.81701,23.28767,,56.55439,68.36504,20.07022,0.19504,-7.13214
12200307,2753,3.27869,35.12397,5.47667,65.59406,39.92009,2.13001,32.21374,,100,64.96018,25.44034,0.23646,-3.32692
12200308,5667,2.69231,29.28416,4.7488,74.64424,43.12687,1.89896,31.74468,,77.92483,69.36788,19.45525,0.11489,-0.61923
12200309,10629,4.23529,34.19227,9.17816,80.73951,53.5516,2.66539,38.3248,,100,63.02363,30.96472,0.45265,-3.45514
12200310,8270,5.87084,34.77273,13.22115,80.96906,60.33857,2.72923,43.80578,,100,63.67961,27.15264,0.04437,-1.54898
12200411,393,0,,0,95.2381,72.26463,3.18314,24.29379,,100,64.72149,49.37945,4.30826,-8.99471
12200412,6355,2.06897,22.8164,2.44287,51.59959,35.35799,1.77729,20.58304,,4.48466,63.6889,31.40641,2.36261,8.87993
12200413,8091,4.33168,38.64734,8.73288,62.0384,41.14448,1.75537,42.34568,,0,69.16351,16.34566,-0.18446,-1.6773
12200414,1428,0,19.32773,2.62391,55.89744,25.56022,1.10118,27.38095,,97.26891,71.81355,14.20711,0.34117,6.73559
12200515,10959,2.20493,27.62692,3.36289,44.55598,24.24491,1.54255,20.93541,,0,63.80707,20.83287,1.45692,-3.87522
12400616,6011,0,24.31942,0.94655,27.41433,14.20729,0.49578,16.56051,,0,75.26325,12.88432,0.21674,0.05246
12400617,6871,0,18.54015,1.41304,25.24444,14.4666,0.11551,7.32484,,0,79.96062,11.38777,-0.49672,5.97403
12400618,3764,0,20.59621,1.41414,26.5745,16.09989,0.31717,10.60606,,19.6068,70.50522,18.31687,3.83692,6.75727
12400619,7730,0.65703,19.66292,1.50273,26.11517,14.08797,0.33727,18.87255,,0.19405,76.58432,15.85343,-0.13457,3.63603
12400720,8662,0,18.49642,1.2695,24.70669,13.2302,0.06313,13.12849,,0,76.629,14.57503,0.87605,8.0561
12400721,8027,0.51613,20.0486,1.23077,24.829,14.46369,0.45937,16.6287,,0,76.59492,13.34467,-0.20385,8.48934
12400722,8608,0.41551,20.56304,1.81317,22.23027,14.4052,0.12705,14.79167,,0,74.99095,14.37623,0.00733,11.32747
12400723,8118,0.44183,20.46632,1.82186,31.12128,16.19857,0.96548,15.7424,,0,73.99536,17.16856,1.43066,6.95994
12500824,9665,2.23602,34.13098,3.75465,28.27529,16.24418,0.95329,21.29222,,0,70.93971,14.90428,-0.03062,-2.61155
12500825,6750,2.94118,36.84211,5.17751,48.33333,27.67407,3.13708,25.26132,,100,66.36646,24.53003,0.06686,-4.39167
12500926,5065,2.42291,37.03704,3.25,51.51515,27.6999,2.40944,25.96026,,0,60.03679,21.39107,3.69678,-9.32072
12500927,6434,2.1309,23.26821,2.14413,44.7314,24.52596,1.69622,32.17893,,0.04663,70.09859,18.08389,2.24395,8.15217
12500928,5166,1.69133,24.85323,2.04701,32.05742,19.02826,0.26797,23.5,,0,68.69406,21.89102,1.8832,11.67968
12500929,5160,0,19.61538,2.08655,32.21851,17.13178,0.31864,10.15038,,0.11628,76.76298,11.6291,0.17404,6.8576
12500930,9936,3.54536,33.82749,3.27797,55.5313,33.78623,-0.35048,24.1219,,0,66.48121,90.37693,-0.58291,-4.43256
12601031,3310,1.06383,24.89083,2.27488,52.12766,29.93958,0.86549,30.27027,,85.58912,75.62735,15.02965,0.11399,5.3079
12601032,5922,3.70861,32.77545,11.95542,70.64579,49.94934,1.4779,56.02716,,99.74671,65.4456,16.2409,-0.45131,-1.63998
12601133,11610,5.26706,35.22013,10.0797,74.36798,52.69595,0.96936,43.32068,,100,71.70332,13.31005,-0.26033,-0.6425
12601134,14722,4.91614,33.68552,5.82121,69.55583,45.64597,2.673,41.72753,,74.01168,70.65233,13.97392,1.03679,2.89128
12601235,10656,4.65435,31.68539,7.81065,78.8671,57.77965,1.96722,46.86587,,84.03716,72.83358,14.92821,-0.07559,1.54596
12601236,3131,1.45773,19.63636,2.69006,69.95885,42.82977,-0.11615,18.38843,,8.14436,73.85795,16.08372,0.54215,-0.57566
